factor	real_us_rate	real_btw_rate	real_ds_rate	permmean_us_rate	permmean_btw_rate	permmean_ds_rate	l2fc_us_rate	l2fc_btw_rate	l2fc_ds_rate	z_us_rate	z_btw_rate	z_ds_rate	ds_frac	btw_frac	us_frac
WRNIP1	0.004015270270952	0.00153735508137597	0.00191197138773101	0.00278791084445118	0.00163101752135856	0.00235243642373928	0.526312674422851	-0.0853218590631515	-0.299094799787457	2.10023475566844	-0.160064527470493	-0.722377630486658	0.0558252427184466	0.0388349514563107	0.087378640776699
ZNF274	0.000565292897666033	0.000650643965124506	0.00030422061484989	0.000736140086878285	0.000716043137760109	0.000696852301786244	-0.380981765035422	-0.138178193707235	-1.1957349910436	-0.584184232461801	-0.169620469324206	-1.43395424237052	0.00970873786407767	0.0121359223300971	0.0121359223300971
ZNF143	0.00633152587769358	0.00452925848036285	0.00754638785362751	0.00588680622149905	0.00466662961789231	0.00618892916283772	0.105068087866937	-0.0431060927657796	0.286096441447435	0.579151250571931	-0.182855996991196	1.67244926350888	0.262135922330097	0.174757281553398	0.182038834951456
HDAC8	0.000865255361454087	0.000226428986819878	0.000433647208717957	0.000405062189839457	0.000265188826909675	0.000430143729075961	1.09498255165341	-0.227961332394436	0.0117030179427844	2.62028569553983	-0.188698921736949	0.0182269226540638	0.0121359223300971	0.00485436893203884	0.0218446601941748
MAZ	0.0118307922649498	0.00568923191703903	0.0111704687204533	0.00970485586440913	0.00596702644035165	0.00953854547444628	0.285767997488664	-0.0687782770457302	0.227848530910669	1.33120409354275	-0.201471027587044	0.988542618290475	0.233009708737864	0.131067961165049	0.194174757281553
SMC3	0.00693513216277981	0.00600769858555188	0.00825169467094855	0.00703945094690748	0.00618755686214368	0.00741156105321078	-0.0215395317295678	-0.0425574454712136	0.154912998788458	-0.128880596443634	-0.201848817131468	0.988231420249852	0.274271844660194	0.201456310679612	0.20873786407767
BRF1	0	0	0	7.47099034527126e-06	1.10157400661052e-07	7.40826378892764e-06	-Inf	-Inf	-Inf	-0.551427480399641	-0.220472696342091	-0.450315398389771	0	0	0
MEF2A	0.00299403442832813	0.00211835991566199	0.00239943281179411	0.0027622312118345	0.00223938156859934	0.00254060228628228	0.116256725948486	-0.0801526418423379	-0.0824771334341636	0.498293204635572	-0.22664828028167	-0.309086814111948	0.101941747572816	0.0728155339805825	0.116504854368932
NFIC	0.0102482175753189	0.00767157154205742	0.00862185472941123	0.00970892737184042	0.00803836629887503	0.00883406968367881	0.0779891876164532	-0.0673801728450645	-0.0350799578970842	0.394234945140305	-0.234569727109889	-0.156925733618695	0.174757281553398	0.118932038834951	0.177184466019417
FOS	0.0156404519016325	0.0150678445317943	0.0180766717692534	0.0168865030971194	0.0155247806086725	0.0161671427419218	-0.110588404640226	-0.0430998279552437	0.161064346498129	-0.78729815071208	-0.240324713879378	1.3069860096705	0.286407766990291	0.266990291262136	0.259708737864078
STAT5A	0.00339502970378298	0.0025748831067143	0.00237014153002397	0.00335002807046677	0.00274974590318776	0.00339335457558725	0.0192510127347829	-0.0947913701113425	-0.517738976399333	0.078041840873052	-0.259713031050729	-1.62193254423504	0.0922330097087379	0.0752427184466019	0.0995145631067961
TAF1	0.0128382571035543	0.00456020920517996	0.00985985415938926	0.00981124070047892	0.00488536165539933	0.00841152101220764	0.387941866281211	-0.0993653552114232	0.229199608130124	2.02449712050492	-0.286009309688853	1.03508993236444	0.174757281553398	0.109223300970874	0.184466019417476
E2F1	0.00937300891393	0.00201654832086888	0.00727104980498818	0.00596117395363603	0.00223382054362315	0.00487409005285968	0.652915781397247	-0.147625313759719	0.577030771343931	3.5361627120514	-0.286976405038929	2.66386050587864	0.133495145631068	0.0509708737864078	0.140776699029126
IRF3	0.000371135375650492	4.61545896395435e-05	0.000313348595680585	0.00026749948607324	6.51838443889963e-05	0.000213064840037128	0.472409401722249	-0.498040323879504	0.556475988277143	1.01216126501372	-0.297251597070167	1.07065418276264	0.0169902912621359	0.00242718446601942	0.0194174757281553
CTBP2	0.00174769039128876	0.000733043482510397	0.00222123282781576	0.00167010723331661	0.000850991664463347	0.00161051432235221	0.0655088921899533	-0.215246222297098	0.463839132221934	0.179252501747851	-0.330055426616112	1.42744884357977	0.0485436893203884	0.0218446601941748	0.0388349514563107
YY1	0.0133965963259234	0.0071758169498115	0.0126697736315249	0.0116830360279262	0.00761497952175063	0.0110125105483881	0.197451270785547	-0.0856970684518874	0.202247347307634	1.15642033345743	-0.330940683298245	1.1227066032388	0.262135922330097	0.177184466019417	0.230582524271845
NFYA	0.00154494303508293	0.000438875847954836	0.00125462052940109	0.00120854131079185	0.000514578115867222	0.00109237649795398	0.354286855601701	-0.229577224458968	0.199780894286004	1.25235767453074	-0.358907686888357	0.610208885145422	0.0461165048543689	0.0218446601941748	0.0606796116504854
SIRT6	0.000286327806343143	0.000237560387850592	0.000381467855611147	0.000343095854532056	0.000302826062731822	0.000365907801466549	-0.260943912040314	-0.350195083105224	0.0600813179896842	-0.444879553280753	-0.393814224592339	0.118991948986013	0.0145631067961165	0.00728155339805825	0.0145631067961165
CTCF_StaticAny	0.0154734273479323	0.0115190995836856	0.0162423563378432	0.0132565924935903	0.0121967807087613	0.014386430398271	0.223082798321434	-0.0824724547907764	0.175052273821294	1.58864274899215	-0.422460373874895	1.18764662622828	0.29368932038835	0.225728155339806	0.257281553398058
UBTF	0.00419838372043717	0.0010787956584278	0.00335705336789795	0.00329909402932991	0.00130283431662182	0.0026939678908026	0.347764133366447	-0.272232005270186	0.317462816562712	1.35576555001521	-0.432079338712636	1.1270901565962	0.0946601941747573	0.0315533980582524	0.0970873786407767
RBBP5	0.00893124601271486	0.00235469856437506	0.00860945702410387	0.00699378255884889	0.00274156475612722	0.00573713938024314	0.352788519702816	-0.219457164953711	0.585590685698138	1.75504019668139	-0.454658366034919	2.83591260358018	0.138349514563107	0.0436893203883495	0.12378640776699
MYBL2	0.00523707192459053	0.00300927924449824	0.00484246194994379	0.00508383064432677	0.00343977278385758	0.00446864742496395	0.0428444473191643	-0.192895283018417	0.115902491787536	0.160016901886587	-0.456678485921878	0.421724579144039	0.104368932038835	0.0728155339805825	0.101941747572816
BRF2	0.000140709664831487	7.05893723898901e-05	3.59669692433367e-05	0.000192811218139291	0.000179220529060298	0.00018957061950098	-0.454467567454385	-1.34421300288356	-2.39799088524759	-0.342673359241655	-0.463180902662653	-0.791031879414547	0.00242718446601942	0.00485436893203884	0.00728155339805825
KAP1	0.00858383494101852	0.00577393916390689	0.00771832086569225	0.00844339871649001	0.00644793831880947	0.00742109007740171	0.0237984916485444	-0.159282036111806	0.056655902161243	0.119276928444042	-0.499766513160313	0.259188072171343	0.101941747572816	0.0728155339805825	0.12378640776699
BCLAF1	0.00236179536260758	0.000943318362956435	0.00249193876677982	0.00197474022150976	0.00113463297411441	0.00192390991351474	0.258221089856115	-0.266409039506796	0.373227371200363	0.952745758011425	-0.505757473116913	1.32400922700427	0.0849514563106796	0.0364077669902913	0.0679611650485437
BDP1	0.000183658835782959	0	0.00011035320108751	7.24268689005733e-05	6.08518999413631e-05	6.25319860587129e-05	1.34243139311028	-Inf	0.819462235351421	1.4299480583471	-0.506703574978905	0.618655999785298	0.00728155339805825	0	0.0121359223300971
NR2F2	0.00317482998604766	0.00193727102572331	0.002654607559494	0.00282648285474968	0.00223774856944623	0.00284285304145586	0.167671391081805	-0.208022143840109	-0.0988409243947198	0.667954076209465	-0.518285667167486	-0.360007188095145	0.0898058252427185	0.0825242718446602	0.104368932038835
CCNT2	0.00517421615376949	0.00194799518037485	0.00472597801546253	0.0043997130219741	0.00229617469280099	0.00404868176490406	0.233930899291635	-0.2372422983352	0.223160669590261	0.984432248665834	-0.522615292875202	0.86983605688874	0.128640776699029	0.0533980582524272	0.121359223300971
GATA3	0.00855370234806526	0.00770252226687453	0.00666764940052327	0.00924998987935535	0.00840773003304372	0.00836911788549342	-0.112902781989315	-0.126385398115021	-0.327897322814769	-0.609427252196859	-0.534772340902976	-1.69345022430401	0.150485436893204	0.135922330097087	0.179611650485437
GRp20	6.2583077672144e-05	0	8.99174231083418e-05	0.00012241328376196	1.93318867433679e-05	7.00687078293288e-05	-0.967915608167021	-Inf	0.359830399739595	-0.929214197647022	-0.548784858841106	0.406686975253133	0.00485436893203884	0	0.00728155339805825
PRDM1	0.000275692773536112	0.000299733335070918	0.000353402720519755	0.000450079710874741	0.000393386343363464	0.000479392448552772	-0.707119079101704	-0.39226733128417	-0.439894037757809	-1.33637938249376	-0.5517328208957	-0.932440563780765	0.0218446601941748	0.0169902912621359	0.0169902912621359
TBP	0.0103005746599073	0.00431504688491815	0.00972824774920341	0.00912173979043149	0.00492099240121861	0.00761083828913859	0.175343905197427	-0.189573053705606	0.354124603485427	0.897153723485841	-0.553823505165513	1.80309036048259	0.179611650485437	0.111650485436893	0.172330097087379
SP1	0.00761891023364213	0.00490324640523621	0.00759706858301585	0.00756767030989359	0.00556967074712915	0.00708932411418601	0.00973541926626991	-0.183854780802611	0.0997947557415453	0.0473733154201897	-0.605402024072259	0.503994500183281	0.201456310679612	0.155339805825243	0.186893203883495
MAFK	0.00953335248548216	0.00902457976246133	0.00999091561549566	0.0096489669163262	0.00958170708513881	0.00960248662909025	-0.0173908464649669	-0.0864229574511886	0.0572088496916776	-0.173751684214886	-0.612689193449525	0.578948209298407	0.245145631067961	0.25	0.220873786407767
PHF8	0.00702471186219288	0.0010171657063797	0.00526929723266869	0.00543780991966102	0.0013470498445051	0.00414620743597621	0.369413328066927	-0.405248507755598	0.345818265427654	1.62933952467765	-0.617457313414566	1.28898445944829	0.104368932038835	0.0242718446601942	0.131067961165049
NFE2	0.000383951953648709	0.000187333334419324	0.000466753169044211	0.000370904893356632	0.000259711895370316	0.000313662689509592	0.0498764871551694	-0.471304456015404	0.573445888365279	0.130410669975834	-0.631504691455817	1.56542685000269	0.0315533980582524	0.00970873786407767	0.029126213592233
CTCF_LostDko	2.72693148898231e-05	0	7.35688007250069e-05	3.05945276212139e-05	2.26503800188244e-05	3.07595240695902e-05	-0.165995169512483	-Inf	1.25806089238865	-0.119622322852143	-0.667707231363113	1.4856408015318	0.00485436893203884	0	0.00242718446601942
SMARCC2	0.000903977788597636	0.000239596619746454	0.000694816451291732	0.000696471192739585	0.000413397349638041	0.000593448567368026	0.376223643309207	-0.786921584843897	0.22750891271076	0.86395525744131	-0.690574340859254	0.460707004253947	0.0218446601941748	0.00728155339805825	0.029126213592233
RDBP	0.000316324052721948	0	0.000189644019646684	0.000168443204526854	4.71680944404983e-05	0.000100734122649677	0.909141032753928	-Inf	0.912741413235117	1.5805411393257	-0.692234809890779	1.20524028174974	0.00728155339805825	0	0.00970873786407767
PML	0.00815707016299279	0.00359788601119547	0.00637064942722602	0.00677806229869329	0.00430134059146624	0.00628084988172757	0.267178164453347	-0.257636892578486	0.0204806610710842	1.29391472888076	-0.695282272645092	0.0835597517336095	0.145631067961165	0.0922330097087379	0.160194174757282
SMARCA4	0.00137669136221272	0.000621729472203263	0.00119767282809914	0.00117075956340766	0.000889147151115872	0.00110506161579112	0.23376033788638	-0.516135230994394	0.116107043244787	0.588826262110931	-0.72408570284786	0.278068226616994	0.0218446601941748	0.0169902912621359	0.0364077669902913
HSF1	0.000116167281430646	3.85526572283246e-05	0.000309533917124474	0.000165191172191555	9.40586613908807e-05	0.000175191969159317	-0.507932801044001	-1.28673049960883	0.821160858178213	-0.670149200312224	-0.728110465291555	1.82768916166094	0.0194174757281553	0.00242718446601942	0.00970873786407767
RFX5	0.00415052607280553	0.00236379373350992	0.00495431377474977	0.00411210573316799	0.00280851067531154	0.00371534412589625	0.0134168468971556	-0.248701136384172	0.415189399082057	0.0613070642383558	-0.73161253133209	2.14327325382748	0.145631067961165	0.0752427184466019	0.12621359223301
HDAC2	0.00516017245660123	0.00283687827731524	0.00511630137486465	0.00490566080907169	0.00346746599256601	0.00458367936926265	0.0729717969127146	-0.289577483434465	0.158595118067607	0.310150575889706	-0.744839709111764	0.669672943696936	0.157766990291262	0.106796116504854	0.138349514563107
ZNF263	0.00832913953994757	0.00446029809348965	0.00795442222061158	0.00747180403497718	0.00536177738914807	0.00725992483988204	0.156710844917974	-0.265571190111869	0.131802529955657	0.695911291452086	-0.751669327062542	0.569078180182273	0.138349514563107	0.0898058252427185	0.162621359223301
JUN	0.00852943265781332	0.00667341066670576	0.00836177539499634	0.00833605955124673	0.00761793184440135	0.00797847447142508	0.0330841986986118	-0.190975093756712	0.0676963702602587	0.189622434593819	-0.782789326625997	0.410896763255067	0.191747572815534	0.177184466019417	0.194174757281553
KDM5A	0.000331594869060249	0	0.000165666040151127	0.00032428107706156	3.72998301473558e-05	0.000171929386834266	0.0321768435029536	-Inf	-0.0535382618010589	0.0663021085477565	-0.78887111819566	-0.0809517081657916	0.00970873786407767	0	0.0194174757281553
THAP1	0.000427173817749079	3.93671499866695e-05	0.000421658218970179	0.000549797883355425	0.000124493196676208	0.000430964893420612	-0.364078128324772	-1.66100272738413	-0.0314962758098225	-0.748220882158436	-0.797937229183322	-0.0600679678053965	0.0266990291262136	0.00242718446601942	0.0218446601941748
HNF4A	0.00329317881266949	0.00209908358704783	0.0031788533839196	0.00309863868905502	0.00258127282668297	0.00297181964081607	0.0878463073752375	-0.298323017664653	0.0971599159354115	0.347727367366866	-0.804844168580652	0.395934476006593	0.138349514563107	0.0970873786407767	0.128640776699029
TAL1	0.00245205679489289	0.00227908648664205	0.0033821212555524	0.00318155997880092	0.0027657116488833	0.00307101441887605	-0.375741924221343	-0.279195077026792	0.139213098066719	-1.41215593658381	-0.822871860544937	0.643858215841611	0.131067961165049	0.111650485436893	0.111650485436893
SETDB1	0.00628462265608308	0.00343159373970006	0.00624544622747364	0.0053640306873256	0.00419581130802049	0.00528501991894552	0.22850863350766	-0.290071034357998	0.240895744789769	1.12229223724744	-0.830583103104531	1.10466425212972	0.0922330097087379	0.0703883495145631	0.0995145631067961
RXRA	0.00253972764226368	0.0017393492854455	0.00342571758190796	0.0026490855536909	0.00226589000541138	0.0026493913427474	-0.0608206449133679	-0.38153015426521	0.370745259170748	-0.204402777173719	-0.870089193997201	1.52993898433184	0.114077669902913	0.087378640776699	0.101941747572816
SREBP1	0.000454034092915555	5.02270534312679e-05	0.000705715532880622	0.00045247190934105	0.000156995328419334	0.000444691149285415	0.00497240331853091	-1.64418508372838	0.66628307329614	0.0102329851156358	-0.871999017523855	1.48441996308615	0.0266990291262136	0.00242718446601942	0.0169902912621359
SMARCB1	0.00357418910260911	0.00113024445099659	0.00334206713071323	0.00328064772629798	0.00171979124205971	0.00283302966367213	0.123635279701173	-0.605598618435531	0.238395004750675	0.422302631485962	-0.917172991826409	0.76537694453309	0.0825242718446602	0.029126213592233	0.0752427184466019
RCOR1	0.00831850450714054	0.00487691113938306	0.00939487209110324	0.00810750825602302	0.00595734761608681	0.00788952931797921	0.0370655975258171	-0.288702458234029	0.251934286882716	0.175544786435708	-0.93819960940807	1.28728924824883	0.218446601941748	0.145631067961165	0.169902912621359
IRF1	0.00411221268538533	0.00152391595086328	0.00346808776158477	0.00422469893308292	0.00208070335560572	0.00349878885170908	-0.0389336502697823	-0.4492879602328	-0.0127151949549777	-0.153337561919972	-0.948476367658056	-0.0471841458110936	0.106796116504854	0.0606796116504854	0.116504854368932
TCF7L2	0.0116048659910876	0.00665345559412631	0.0107283747235039	0.0105543509926411	0.00817887415095288	0.00951837780744549	0.136891995726067	-0.297798439720302	0.17264390926383	0.73145953649981	-0.998922664763565	0.932488667462868	0.162621359223301	0.104368932038835	0.186893203883495
HMGN3	0.00447380380082438	0.00114952077961075	0.00416344916695595	0.00371621624782796	0.0017577464235698	0.00349620774018389	0.267667533173618	-0.612694413535943	0.251988299211258	1.02766919457682	-1.00290355795804	0.877166088676588	0.104368932038835	0.0364077669902913	0.0970873786407767
JUNB	0.00200334021838085	0.00135151498368028	0.00266032957732817	0.00214659752606973	0.0018970247819724	0.00206628612712663	-0.0996442715848258	-0.489161019146382	0.364564942430386	-0.333169708874557	-1.00306074747873	1.4647746533392	0.0655339805825243	0.0412621359223301	0.0800970873786408
STAT2	0.000392814480987902	0.00028561546059294	0.000573564168615332	0.000658876558808909	0.000520763055077117	0.000637346472519538	-0.746160085019143	-0.866553026114613	-0.15212295999783	-1.37324862337274	-1.01052454159498	-0.329931988642098	0.0194174757281553	0.0145631067961165	0.0194174757281553
MAFF	0.0055648490895662	0.00493650485953529	0.00541806969635704	0.00567240130978084	0.00562407556197646	0.00552062990797604	-0.0276170393015015	-0.188126030410519	-0.0270539369340183	-0.213664053090748	-1.01514785948333	-0.205474241091733	0.174757281553398	0.157766990291262	0.172330097087379
FOXA1	0.0101563199841402	0.00848823628109123	0.0112721026562697	0.0111613504639857	0.0099358323679131	0.0103073391057861	-0.136133841908199	-0.227176017275656	0.129084714200296	-0.791186281862221	-1.02008821028088	0.847371357634675	0.271844660194175	0.257281553398058	0.254854368932039
CBX3	0.00457729085083126	0.00208795218601711	0.00441140327310319	0.00411396676913292	0.00280608983555025	0.003811003515286	0.15396382633832	-0.426472522196917	0.211066713055336	0.643622097669281	-1.04099065134271	0.880203891224393	0.116504854368932	0.058252427184466	0.116504854368932
FOSL1	0.00102382642753841	0.00070969469010451	0.00166824067569946	0.00122597922660496	0.00101952681876934	0.00120977711869797	-0.259963382222033	-0.52262930878035	0.463586160787924	-0.82262419330867	-1.07223722454245	1.91783249357537	0.0995145631067961	0.0461165048543689	0.0631067961165049
TEAD4	0.0087642214590147	0.00608439665362935	0.00889841892472931	0.00889819072685939	0.00738494814437065	0.00861830418427749	-0.0218860824881625	-0.279473582490852	0.046145000639828	-0.123619757039204	-1.08210076521669	0.264017924353641	0.203883495145631	0.186893203883495	0.194174757281553
GTF2B	0.000685414229755704	4.09961355033592e-05	0.000544545363884912	0.000630655967702051	0.000180989515326254	0.000367967925622101	0.120122935697709	-2.14234629904697	0.565472221601193	0.307558957392955	-1.091112682005	1.35543984913646	0.0266990291262136	0.00242718446601942	0.0266990291262136
HDAC6	0.000110440725303784	0	7.35688007250069e-05	0.000141340033709151	8.98922501224138e-05	0.000124629138492885	-0.355897890428905	-Inf	-0.7604754335161	-0.384137738126206	-1.13546053346177	-0.636028517560827	0.00485436893203884	0	0.00728155339805825
HNF4G	0.00248587074535627	0.00175753962371521	0.00307871807182168	0.00279885683730028	0.0024111500311887	0.00268017262628701	-0.171086409971828	-0.456164208652207	0.200003835468775	-0.619552873600382	-1.17158017228944	0.834178457020449	0.12621359223301	0.0946601941747573	0.109223300970874
JUND	0.0136795154679053	0.0100754111695193	0.0158886811402837	0.01466530552984	0.0121726140930967	0.0143777825224057	-0.100389997329723	-0.272800307762219	0.144158190101292	-0.620695454455155	-1.24959291576734	1.00108835736317	0.303398058252427	0.25	0.242718446601942
ARID3A	0.0043014617307207	0.00287135847075184	0.00354451757122686	0.00452816780700936	0.0039460422825292	0.00427406961125086	-0.074100420799198	-0.458672961829221	-0.270021123268718	-0.324293434680439	-1.31683784474179	-1.11172427846114	0.104368932038835	0.0995145631067961	0.116504854368932
FOXA2	0.00453079666894411	0.00320787972874133	0.00500826422861478	0.00501555889465603	0.00441767615222038	0.00461795256905235	-0.14664572476245	-0.461667609893865	0.117057323454579	-0.626388365772051	-1.39026745332868	0.555941794682913	0.191747572815534	0.145631067961165	0.157766990291262
GATA2	0.0123907676462123	0.0102832425716903	0.0109714242429362	0.0136290853890654	0.0128706084017382	0.0131475319500162	-0.137423180394637	-0.323784997032094	-0.261041183027078	-0.850734505292751	-1.40135343283655	-1.50672866242654	0.211165048543689	0.199029126213592	0.218446601941748
CHD1	0.0081313006604219	0.0011512855139205	0.00416154182767789	0.00572206188857486	0.00234470104466402	0.0043920076413158	0.506951038656934	-1.02615832709813	-0.0777624266300969	2.28449769478421	-1.51009991374515	-0.24793141012136	0.0825242718446602	0.029126213592233	0.106796116504854
TRIM28	0.0022666254536421	0.00103141932965074	0.00235243052244203	0.00237459194657857	0.00178518244661054	0.00224712299836851	-0.067133605865349	-0.791440537801342	0.0660730205563869	-0.239438704943034	-1.52222055868454	0.23742607905866	0.0825242718446602	0.0412621359223301	0.0800970873786408
ATF1	0.00191975976824355	0.000662182612534392	0.00194657597177574	0.00182619811963711	0.00130426874143571	0.0015774591086917	0.0720825004637767	-0.977940129708277	0.303336044111714	0.292412633522687	-1.75822796388931	1.26213693443778	0.087378640776699	0.0436893203883495	0.0800970873786408
POLR3G	0	0	0	1.51454759190409e-05	0	2.05207147963192e-05	-Inf		-Inf	-0.438867224360906		-0.522560771298958	0	0	0
